Drug.Name,Synonyms,ChEMBL ID,IDs,referenced_datasets,MOA,repurposing_target,Indication,Disease Area,Phase(RepHub),merge_issues,Type,Phase(ChEMBL),Inchi Key,SMILES
SORBIC-ACID,SORBIC-ACID,,BRD:BRD-BRD-K55892330-001-01-8;BRD:BRD-K55892330-001-01-8,rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,,CC=CC=CC(O)=O
SORBINIL,SORBINIL,CHEMBL266497,BRD:BRD-A89164055-001-03-3;BRD:BRD-BRD-A89164055-001-03-3,rep_primary;rep_single_dose,ALDOSE REDUCTASE INHIBITOR,AKR1B1,,,PHASE 3,,Small molecule,Phase 3,LXANPKRCLVQAOG-NSHDSACASA-N,FC1CCC2OCCC3(NC(=O)NC3=O)C2C1;O=C1NC(=O)[C@@]2(CCOC3CCC(F)CC32)N1
SORBITOL,SORBITOL,CHEMBL1682,BRD:BRD-BRD-K66035042-001-10-1;BRD:BRD-K66035042-001-10-1,rep_primary;rep_single_dose,MUCOLYTIC AGENT,,,,LAUNCHED,,Small molecule,Approved,FBPFZTCFMRRESA-JGWLITMVSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO;OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
SOTAGLIFLOZIN,SOTAGLIFLOZIN,CHEMBL3039507,BRD:BRD-BRD-K05850076-001-01-5;BRD:BRD-K05850076-001-01-5,rep_primary;rep_single_dose,SODIUM/GLUCOSE COTRANSPORTER INHIBITOR,SLC5A1;SLC5A2,,,PHASE 3,,Small molecule,Approved,QKDRXGFQVGOQKS-CRSSMBPESA-N,CCOC1CCC(CC2CC([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)CCC2CL)CC1;CCOC1CCC(CC2CC(CCC2CL)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)CC1
SOTALOL,SOTALOL,CHEMBL252312;CHEMBL471,BRD:BRD-A33168282-003-18-0;BRD:BRD-BRD-A33168282-003-18-0,rep_primary;rep_single_dose,ADRENERGIC RECEPTOR ANTAGONIST,ADRB1;ADRB2;KCNH2,"ATRIAL FIBRILLATION (AF), VENTRICULAR ARRHYTHMIAS",,LAUNCHED,,Small molecule,Approved,ZBMZVLHSJCTVON-GFCCVEGCSA-N;ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NC[C@@H](O)C1CCC(NS(C)(=O)=O)CC1;CC(C)NCC(O)C1CCC(NS(C)(=O)=O)CC1
SOTRASTAURIN,SOTRASTAURIN,CHEMBL565612,BRD:BRD-BRD-K16761703-001-03-8;BRD:BRD-K16761703-001-03-8;CTRP:661032,ctrp;rep_primary;rep_single_dose,PKC INHIBITOR,PRKCA;PRKCB;PRKCD;PRKCE;PRKCH;PRKCQ,,,PHASE 2,,Small molecule,Phase 2,OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CN1CCN(C2NC(C3=C(C4C[NH]C5CCCCC45)C(=O)NC3=O)C3CCCCC3N2)CC1;CN1CCN(CC1)C1NC(C2=C(C(=O)NC2=O)C2C[NH]C3CCCCC23)C2CCCCC2N1
SP-100030,SP-100030,,BRD:BRD-K71900389-001-02-9,rep_single_dose,NFKB PATHWAY INHIBITOR,JUN;NFKB1,,,,,,NA,,
SP-141,SP-141,,BRD:BRD-BRD-K28571773-001-01-6;BRD:BRD-K28571773-001-01-6,rep_primary;rep_single_dose,UBIQUITIN LIGASE INHIBITOR,MDM2,,,PRECLINICAL,,,NA,,COC1CCC2[NH]C3C(NCCC3C2C1)-C1CCCC2CCCCC12
SP-420,SP-420,CHEMBL1092665,BRD:BRD-BRD-K23005288-001-01-8;BRD:BRD-K23005288-001-01-8,rep_primary;rep_single_dose,,,,,PHASE 1,,Small molecule,Phase 2,YASYAEVZKXPYIZ-MRXNPFEDSA-N,COCCOCCOC1CCC(C2=N[C@](C)(CS2)C(O)=O)C(O)C1;COCCOCCOC1CCC(C2=N[C@@](C)(C(=O)O)CS2)C(O)C1
SP-924,SP-924,CHEMBL603469,GDSC1:1024,gdsc,,,,,,,Small molecule,Phase 3,UIARLYUEJFELEN-LROUJFHJSA-N,C[C@]12O[C@H](C[C@]1(O)CO)N1C3CCCCC3C3C4C(C5C6CCCCC6N2C5C31)CNC4=O
SPAGLUMIC-ACID,SPAGLUMIC-ACID,,BRD:BRD-BRD-K68405354-001-06-4;BRD:BRD-BRD-K68405354-001-07-2;BRD:BRD-K68405354-001-06-4;BRD:BRD-K68405354-001-07-2,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRM3,"ALLERGIC CONJUNCTIVITIS, ALLERGIC RHINITIS",,LAUNCHED,,,NA,,CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O
SPARFLOXACIN,SPARFLOXACIN,CHEMBL850,BRD:BRD-BRD-K07612980-001-05-3;BRD:BRD-BRD-K07612980-001-07-9;BRD:BRD-K07612980-001-05-3;BRD:BRD-K07612980-001-07-9,rep_multi_dose;rep_primary;rep_single_dose,BACTERIAL DNA GYRASE INHIBITOR,TOP2A,,,WITHDRAWN,,Small molecule,Approved,DZZWHBIBMUVIIW-DTORHVGOSA-N,C[C@@H]1CN(C2C(F)C(N)C3C(=O)C(C(=O)O)CN(C4CC4)C3C2F)C[C@H](C)N1;C[C@H]1CN(C[C@@H](C)N1)C1C(F)C(N)C2C(C1F)N(CC(C(O)=O)C2=O)C1CC1
SPARSENTAN,SPARSENTAN,CHEMBL539423,BRD:BRD-K00003253-001-01-9,rep_single_dose,ANGIOTENSIN RECEPTOR ANTAGONIST,,,,,,Small molecule,Phase 3,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1CC1CCC(-C2CCCCC2S(=O)(=O)NC2NOC(C)C2C)C(COCC)C1
SPARTEINE-(+),SPARTEINE-(+),,BRD:BRD-K38203080-001-01-2,rep_single_dose,,,,,,,,NA,,
SPARTEINE-(-),SPARTEINE-(-),,BRD:BRD-K86872788-065-01-5,rep_single_dose,,,,,,,,NA,,
SPARTEINE-SULFATE,SPARTEINE-SULFATE,,BRD:BRD-BRD-K32847234-065-04-6;BRD:BRD-K32847234-065-04-6,rep_primary;rep_single_dose,,,,,LAUNCHED,,,NA,,C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1
SPAUTIN-1,SPAUTIN-1,,BRD:BRD-K84964099-001-03-9;CTRP:657183,ctrp;rep_single_dose,DEUBIQUITINASE INHIBITOR,USP10;USP13,,,,,,NA,,
SPERMIDINE,SPERMIDINE,CHEMBL19612,BRD:BRD-BRD-K40438880-305-06-6;BRD:BRD-K40438880-305-06-6,rep_multi_dose;rep_primary;rep_single_dose,GLUTAMATE RECEPTOR MODULATOR,KCNJ4;TXNRD1,,,PRECLINICAL,,Small molecule,Phase 3,ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCCNCCCN
SPERMINE,SPERMINE,CHEMBL23194,BRD:BRD-BRD-K18375018-376-02-3;BRD:BRD-K18375018-376-02-3,rep_multi_dose;rep_primary;rep_single_dose,,CA14;CA4;CA6;CA9;CASR;GRIN1;GRIN2A;KCNJ4;ODC1;SMOX;SMS;TRPM4;TRPM5,,,PRECLINICAL,,Small molecule,Early Phase,PFNFFQXMRSDOHW-UHFFFAOYSA-N,NCCCNCCCCNCCCN
SPHINGOSINE KINASE 1 INHIBITOR II,SPHINGOSINE KINASE 1 INHIBITOR II,,GDSC1:408,gdsc,,,,,,,,NA,,
SPHINGOSYLPHOSPHORYLCHOLINE,SPHINGOSYLPHOSPHORYLCHOLINE,,BRD:BRD-A35379661-001-04-6;BRD:BRD-BRD-A35379661-001-04-6,rep_primary;rep_single_dose,GENE EXPRESSION STIMULANT,GPR12,,,PRECLINICAL,,,NA,,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(=O)OCC[N+](C)(C)C
SPINOSAD,SPINOSAD,CHEMBL2040681;CHEMBL4297065,BRD:BRD-K00080753-001-01-9,rep_single_dose,,,,,,,Small molecule,Approved,JFLRKDZMHNBDQS-SGSTVUCESA-N;JFLRKDZMHNBDQS-UCQUSYKYSA-N,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1;CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C=C[C@H]3C2CC(=O)O1
SPIPERONE,SPIPERONE,CHEMBL267930,BRD:BRD-BRD-K55468218-001-26-1;BRD:BRD-K55468218-001-26-1,rep_primary;rep_single_dose,DOPAMINE RECEPTOR ANTAGONIST,ADRA1A;ADRA1B;ADRA1D;DRD1;DRD2;DRD3;DRD4;DRD5;HTR1A;HTR1D;HTR2A;HTR2B;HTR2C;HTR6;HTR7,SCHIZOPHRENIA,,LAUNCHED,,Small molecule,Unknown,DKGZKTPJOSAWFA-UHFFFAOYSA-N,FC1CCC(CC1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)C1CCCCC1;O=C(CCCN1CCC2(CC1)C(=O)NCN2C1CCCCC1)C1CCC(F)CC1
SPIRADOLINE,SPIRADOLINE,CHEMBL118865;CHEMBL70586,BRD:BRD-BRD-K28192623-066-08-1;BRD:BRD-K28192623-066-08-1,rep_multi_dose;rep_primary;rep_single_dose,OPIOID RECEPTOR AGONIST,OPRK1,,,PHASE 2,,Small molecule,Phase 1,NYKCGQQJNVPOLU-ONTIZHBOSA-N;NYKCGQQJNVPOLU-UHFFFAOYSA-N,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)CC1CCC(CL)C(CL)C1;CN(C(=O)CC1CCC(CL)C(CL)C1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1;CN(C(=O)CC1CCC(CL)C(CL)C1)C1CCC2(CCCO2)CC1N1CCCC1
SPIRAMYCIN,SPIRAMYCIN,CHEMBL453514,BRD:BRD-A67305656-001-01-5;BRD:BRD-BRD-A67305656-001-01-5,rep_primary;rep_single_dose,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,,"TOXOPLASMOSIS, SOFT TISSUE INFECTION",,LAUNCHED,,Small molecule,Approved,ACTOXUHEUCPTEW-CEUOBAOPSA-N,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O;CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1OC1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C
SPIRAPRIL HYDROCHLORIDE,SPIRAPRIL HYDROCHLORIDE,CHEMBL1200831,BRD:BRD-K00074789-001-02-9,rep_single_dose,,,,,,,Small molecule,Approved,CLDOLNORSLLQDI-OOAIBONUSA-N,CCOC(=O)[C@H](CCC1CCCCC1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.CL
SPIRONOLACTONE,SPIRONOLACTONE,CHEMBL1393,BRD:BRD-BRD-K90027355-001-13-3;BRD:BRD-BRD-K90027355-001-19-0;BRD:BRD-K90027355-001-13-3;BRD:BRD-K90027355-001-19-0,rep_multi_dose;rep_primary;rep_single_dose,MINERALOCORTICOID RECEPTOR ANTAGONIST,AR;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1F;CACNA1G;CACNA1H;CACNA1I;CACNA1S;CACNA2D1;CACNA2D2;CACNA2D3;CACNB1;CACNB2;CACNB3;CACNB4;CACNG1;CYP11B2;NR3C1;NR3C2;PGR;SHBG,"HYPERALDOSTERONISM, CONGESTIVE HEART FAILURE, HEPATIC CIRRHOSIS, NEPHROTIC SYNDROME, HYPERTENSION, HYPOKALEMIA",,LAUNCHED,,Small molecule,Approved,LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12;CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
SPIROXATRINE,SPIROXATRINE,CHEMBL300555,BRD:BRD-A72483914-001-03-7;BRD:BRD-BRD-A72483914-001-03-7,rep_primary;rep_single_dose,SEROTONIN RECEPTOR ANTAGONIST,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;HTR1A;HTR2B,,,PRECLINICAL,,Small molecule,Unknown,JVGBTTIJPBFLTE-UHFFFAOYSA-N,O=C1NCN(C2CCCCC2)C11CCN(CC2COC3CCCCC3O2)CC1;O=C1NCN(C2CCCCC2)C12CCN(CC1COC3CCCCC3O1)CC2
SPIZOFURONE,SPIZOFURONE,CHEMBL18098,BRD:BRD-BRD-K94934625-001-01-5;BRD:BRD-K94934625-001-01-5,rep_primary;rep_single_dose,,,,,WITHDRAWN,,Small molecule,Unknown,SETMGIIITGNLAS-UHFFFAOYSA-N,CC(=O)C1CCC2C(C1)C(=O)C1(CC1)O2;CC(=O)C1CCC2OC3(CC3)C(=O)C2C1
SPM-924,SPM-924,CHEMBL603469,GDSC1:1024,gdsc,,,,,,,Small molecule,Phase 3,UIARLYUEJFELEN-LROUJFHJSA-N,C[C@]12O[C@H](C[C@]1(O)CO)N1C3CCCCC3C3C4C(C5C6CCCCC6N2C5C31)CNC4=O
SPP86,SPP-86;SPP86,,BRD:BRD-BRD-K63253858-001-01-5;BRD:BRD-K63253858-001-01-5,rep_primary;rep_single_dose,RECEPTOR TYROSINE PROTEIN KINASE INHIBITOR,RET,,,PRECLINICAL,,,NA,,CC(C)N1NC(C#CC2CCCCC2)C2C(N)NCNC12
SPP301,SPP301,CHEMBL3989834,BRD:BRD-BRD-K19203487-001-01-4;BRD:BRD-K19203487-001-01-4,rep_primary;rep_single_dose,ENDOTHELIN RECEPTOR ANTAGONIST,EDNRA,,,PHASE 3,,Small molecule,Phase 3,YBWLTKFZAOSWSM-UHFFFAOYSA-N,COC1CCCCC1OC1C(NS(=O)(=O)C2CCC(C)CN2)NC(-C2CCNCC2)NC1OC;COC1CCCCC1OC1C(NS(=O)(=O)C2CCC(C)CN2)NC(NC1OC)-C1CCNCC1
SPRYCEL,SPRYCEL,CHEMBL1421,GDSC1:51;GDSC2:1079,gdsc,,,,,,,Small molecule,Approved,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1NC(NC2NCC(C(=O)NC3C(C)CCCC3CL)S2)CC(N2CCN(CCO)CC2)N1
SQ-109,SQ-109,CHEMBL561057,BRD:BRD-A08772153-001-02-4;BRD:BRD-BRD-A08772153-001-02-4,rep_primary;rep_single_dose,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,FDFT1,,,PHASE 3,,Small molecule,Phase 2,JFIBVDBTCDTBRH-REZTVBANSA-N,CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3;CC(C)=CCC\C(C)=C\CNCCNC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2
SQ-22536,SQ-22536,,BRD:BRD-A56987319-001-12-9;BRD:BRD-BRD-A56987319-001-12-9,rep_primary;rep_single_dose,ADENYLYL CYCLASE INHIBITOR,ADCY1,,,PRECLINICAL,,,NA,,NC1NCNC2N(CNC12)C1CCCO1
SQUALAMINE,SQUALAMINE,CHEMBL444929,BRD:BRD-K00003215-043-01-9,rep_single_dose,ANTIVIRAL,,,,,,Small molecule,Phase 3,UIRKNQLZZXALBI-MSVGPLKSSA-N,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O
SQUARIC-ACID-DIBUTYL-ESTER,SQUARIC-ACID-DIBUTYL-ESTER,,BRD:BRD-K00004684-001-01-9,rep_single_dose,OXIDATIVE STRESS INDUCER,,,,,,,NA,,
SR 146131,SR 146131,,BRD:BRD-K00076260-001-02-9,rep_single_dose,,,,,,,,NA,,
SR-1078,SR-1078,,BRD:BRD-K26501486-001-02-9,rep_single_dose,RETINOID RECEPTOR AGONIST,RORA;RORC,,,,,,NA,,
SR-140333,SR-140333,CHEMBL1178725,BRD:BRD-BRD-K60931454-003-01-3;BRD:BRD-K60931454-003-01-3,rep_primary;rep_single_dose,NEUROKININ RECEPTOR ANTAGONIST,TACR1,,,PHASE 2,,Small molecule,Phase 2,RPDFDSQFBCJTDY-GAQXSTBRSA-N,CC(C)OC1CCCC(CC(=O)N2CCC[C@](CC[N+]34CCC(C5CCCCC5)(CC3)CC4)(C3CCC(CL)C(CL)C3)C2)C1;CC(C)OC1CCCC(CC(=O)N2CCC[C@@](CC[N+]34CCC(CC3)(CC4)C3CCCCC3)(C2)C2CCC(CL)C(CL)C2)C1
SR-1664,SR-1664,,BRD:BRD-K62814487-001-03-0,rep_single_dose,PPAR RECEPTOR LIGAND,PPARG,,,,,,NA,,
SR-2211,SR-2211,,BRD:BRD-K11641193-001-03-9,rep_single_dose,RETINOID RECEPTOR INVERSE AGONIST,RORC,,,,,,NA,,
SR-2640,SR-2640,CHEMBL18132,BRD:BRD-BRD-K62562723-003-02-7;BRD:BRD-K62562723-003-02-7,rep_primary;rep_single_dose,LEUKOTRIENE RECEPTOR ANTAGONIST,CYSLTR1,,,PHASE 2,,Small molecule,NA,LMPZHLXYBWGGNT-UHFFFAOYSA-N,O=C(O)C1CCCCC1NC1CCCC(OCC2CCC3CCCCC3N2)C1;OC(=O)C1CCCCC1NC1CCCC(OCC2CCC3CCCCC3N2)C1
SR-27897,SR-27897,CHEMBL249973,BRD:BRD-BRD-K35629949-001-02-0;BRD:BRD-K35629949-001-02-0,rep_multi_dose;rep_primary;rep_single_dose,CCK RECEPTOR ANTAGONIST,CCKAR,,,PHASE 2,,Small molecule,Unknown,ILNRQFBVVQUOLP-UHFFFAOYSA-N,O=C(O)CN1C(C(=O)NC2NC(-C3CCCCC3CL)CS2)CC2CCCCC21;OC(=O)CN1C(CC2CCCCC12)C(=O)NC1NC(CS1)-C1CCCCC1CL
SR-31747,SR-31747,,BRD:BRD-K00074858-003-02-9,rep_single_dose,,,,,,,,NA,,
SR-3306,SR-3306,,BRD:BRD-BRD-K60952143-001-01-0;BRD:BRD-K60952143-001-01-0,rep_primary;rep_single_dose,JNK INHIBITOR,MAPK10;MAPK8;MAPK9,,,PRECLINICAL,,,NA,,CC1CCC(CN1)-C1NCN(N1)-C1CCC(NC2NCCC(N2)-C2CCCC(C2)N2CCOCC2)CC1
SR-33805,SR-33805,,BRD:BRD-BRD-K43002771-034-01-6;BRD:BRD-K43002771-034-01-6,rep_multi_dose;rep_primary;rep_single_dose,CALCIUM CHANNEL BLOCKER,,,,PHASE 1,,,NA,,COC1CCC(CCN(C)CCCOC2CCC(CC2)S(=O)(=O)C2C(C(C)C)C3CCCCC3N2C)CC1OC
SR-3576,SR-3576,,BRD:BRD-BRD-K50378376-001-01-8;BRD:BRD-K50378376-001-01-8,rep_primary;rep_single_dose,JNK INHIBITOR,MAPK10,,,PRECLINICAL,,,NA,,COC1CC(NC(=O)C2CCCC(C2)-N2CC(NC(=O)NC3CCCC(C)C3)CN2)CC(OC)C1OC
SR-3677,SR-3677,CHEMBL521179,BRD:BRD-A86468475-300-02-9,rep_single_dose,RHO ASSOCIATED KINASE INHIBITOR,ROCK2,,,,,Small molecule,NA,OQWZIAVXCYIZNN-UHFFFAOYSA-N,CN(C)CCOC1CC(-C2CN[NH]C2)CCC1NC(=O)C1COC2CCCCC2O1
SR-57227A,SR-57227A,,BRD:BRD-BRD-K09397065-003-06-1;BRD:BRD-K09397065-003-06-1,rep_multi_dose;rep_primary;rep_single_dose,SEROTONIN RECEPTOR AGONIST,HTR3A,,,PHASE 2,,,NA,,NC1CCN(CC1)C1CCCC(CL)N1
SR-59230A,SR-59230A,,BRD:BRD-BRD-K35430135-003-02-3;BRD:BRD-K35430135-003-02-3,rep_primary;rep_single_dose,ADRENERGIC RECEPTOR ANTAGONIST,ADRB1;ADRB2;ADRB3,,,PRECLINICAL,,,NA,,CCC1CCCCC1OC[C@@H](O)CN[C@H]1CCCC2CCCCC12
SR-95639A,SR-95639A,,BRD:BRD-BRD-K19309090-300-05-5;BRD:BRD-K19309090-300-05-5,rep_primary;rep_single_dose,ACETYLCHOLINE RECEPTOR AGONIST,CHRM1,,,PRECLINICAL,,,NA,,C(CN1CCOCC1)NC1CC2CCCC3CCCCC3-C2NN1
SR-II-138A,SR-II-138A,,CTRP:411770,ctrp,,,,,,,,NA,,
SR1001,SR1001,,CTRP:660317,ctrp,,,,,,,,NA,,
SR8278,SR8278,,CTRP:668858,ctrp,,,,,,,,NA,,
SRC-KINASE-INHIBITOR-I,SRC-KINASE-INHIBITOR-I,,BRD:BRD-BRD-K50495309-001-02-0;BRD:BRD-K50495309-001-02-0,rep_primary;rep_single_dose,SRC INHIBITOR,CSK;LCK;RIPK2,,,PRECLINICAL,,,NA,,COC1CC2NCNC(NC3CCC(OC4CCCCC4)CC3)C2CC1OC
SRPIN340,SRPIN340,,BRD:BRD-BRD-K62621335-001-01-7;BRD:BRD-K62621335-001-01-7,rep_primary;rep_single_dose,SERINE ARGININE PROTEIN KINASE INHIBITOR,SRPK1;SRPK2,,,PRECLINICAL,,,NA,,FC(F)(F)C1CCC(N2CCCCC2)C(NC(=O)C2CCNCC2)C1
SRT-1720,SRT-1720,,CTRP:411820,ctrp,,,,,,,,NA,,
SRT1720,SRT1720,,BRD:BRD-BRD-K95926480-003-03-6;BRD:BRD-K95926480-003-03-6,rep_multi_dose;rep_primary;rep_single_dose,SIRT ACTIVATOR,SIRT1,,,PRECLINICAL,,,NA,,O=C(NC1CCCCC1-C1CN2C(CN3CCNCC3)CSC2N1)C1CNC2CCCCC2N1
SRT2104,SRT2104,CHEMBL4297436,BRD:BRD-BRD-K48452630-001-01-8;BRD:BRD-K48452630-001-01-8,rep_primary;rep_single_dose,SIRT ACTIVATOR,SIRT1,,,PHASE 2,,Small molecule,Phase 2,LAMQVIQMVKWXOC-UHFFFAOYSA-N,CC1NC(-C2CCCNC2)SC1C(=O)NC1CCCCC1-C1CN2C(CN3CCOCC3)CSC2N1;CC1NC(SC1C(=O)NC1CCCCC1-C1CN2C(CN3CCOCC3)CSC2N1)-C1CCCNC1
SSR180711,SSR-180711;SSR180711,CHEMBL559478,BRD:BRD-BRD-K02782351-003-01-5;BRD:BRD-K00004316-003-01-9;BRD:BRD-K02782351-003-01-5,rep_primary;rep_single_dose,ACETYLCHOLINE RECEPTOR AGONIST,CHRNA7,,,PHASE 2,"Multiple values for structure_id: {'K02782351', 'K00004316'}, defaulting to None",Small molecule,Phase 2,RXLOZRCLQMJJLC-UHFFFAOYSA-N,BRC1CCC(OC(=O)N2CCN3CCC2CC3)CC1;O=C(OC1CCC(BR)CC1)N1CCN2CCC1CC2
SSR128129E,SSR128129E,,BRD:BRD-BRD-K65890018-236-01-1;BRD:BRD-K65890018-236-01-1,rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,,COC1C(C)C(C(=O)C2CCC(N)C(C2)C(O)=O)N2CCCCC12
SSR240612,SSR240612,,BRD:BRD-K00003186-003-01-9,rep_single_dose,BRADYKININ RECEPTOR ANTAGONIST,,,,,,,NA,,
SSTR5 ANTAGONIST 1,SSTR5 ANTAGONIST 1,,BRD:BRD-K00091080-001-01-9,rep_single_dose,,,,,,,,NA,,
ST-1535,ST-1535,CHEMBL197669,BRD:BRD-K00004706-001-01-9,rep_single_dose,ADENOSINE RECEPTOR ANTAGONIST,,,,,,Small molecule,Phase 1,CYYQMAWUIRPCNW-UHFFFAOYSA-N,CCCCC1NC(N)C2NC(-N3NCCN3)N(C)C2N1
ST-1859,ST-1859,,BRD:BRD-BRD-K73524797-001-01-1;BRD:BRD-K73524797-001-01-1,rep_primary;rep_single_dose,ANTIAMYLOIDOGENIC AGENT,,,,PHASE 1,,,NA,,OC1CCC2CCCCC2C1CC1C(O)CCC2CCCCC12
ST-2825,ST-2825,,BRD:BRD-BRD-K68470841-001-01-0;BRD:BRD-K68470841-001-01-0,rep_primary;rep_single_dose,MYELOID DIFFERENTIATION PRIMARY RESPONSE INHIBITOR,MYD88,,,PRECLINICAL,,,NA,,NC(=O)[C@H]1CCS[C@@H]2C[C@]3(CCCN3C(=O)CC3CCC(NC(=O)COC4CCC(CL)CC4CL)CC3)C(=O)N12
ST-91,ST-91,,BRD:BRD-BRD-K18905250-003-02-4;BRD:BRD-K18905250-003-02-4,rep_primary;rep_single_dose,ADRENERGIC RECEPTOR AGONIST,,,,PRECLINICAL,,,NA,,CCC1CCCC(CC)C1N=C1NCCN1
STA-5326,STA-5326,CHEMBL4297643,BRD:BRD-BRD-K41783120-001-02-8;BRD:BRD-K41783120-001-02-8,rep_multi_dose;rep_primary;rep_single_dose,INTERLEUKIN SYNTHESIS INHIBITOR,IL12A,,,PHASE 2,,Small molecule,Phase 2,HSKAZIJJKRAJAV-KOEQRZSOSA-N,CC1CCCC(/C=N/NC2CC(N3CCOCC3)NC(OCCC3CCCCN3)N2)C1;CC1CCCC(\C=N\NC2CC(NC(OCCC3CCCCN3)N2)N2CCOCC2)C1
STANOZOLOL,STANOZOLOL,CHEMBL2079587,BRD:BRD-BRD-K46791647-001-01-2;BRD:BRD-K46791647-001-01-2,rep_primary;rep_single_dose,ANDROGEN RECEPTOR AGONIST,AR,ANEMIA,,LAUNCHED,,Small molecule,Approved,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5[NH]NCC5C[C@]4(C)[C@H]3CC[C@]12C;C[C@]12CC3C[NH]NC3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
STAT3-INHIBITOR-VI,STAT3-INHIBITOR-VI,,BRD:BRD-K40853697-001-20-5,rep_single_dose,STAT INHIBITOR,STAT3,,,,,,NA,,
STATIL,STATIL,,BRD:BRD-K68332390-001-04-9,rep_single_dose,ALDOSE REDUCTASE INHIBITOR,,,,,,,NA,,
